Commentaire;Sentiment;StemmedComments;LemmatizedComments
burgers fraîchement généreux promenait joliment coin quand tombé petit restaurant paie mine burgers servis vraie tuerie petite mention burger bleu saint agur coulant l’intérieur noix assemblage fraîcheur qualité j’y retournerai bien volontiers;-1;burger fraîch géner promen jol coin quand tomb pet restaur pai min burger serv vrai tuer petit mention burg bleu saint agur coul l ’ intérieur noix assemblag fraîcheur qualit j ’ y retourn bien volonti;burger fraîchement généreux promener joliment coin quand tombé petit restaurant paie min burgers servir vraie tuerie petit mention burger bleu saint agur couler l’ intérieur noix assemblage fraîcheur qualité j’ y retourner bien volontier
très bons burgers réservés table entre amis burgers vraiment très bons rien redire service recommande;-1;tres bon burger réserv tabl entre amis burger vrai tres bon rien redir servic recommand;très bon burger réserver tabl entre ami burger vraimer très bon rien redir service recommand
super découvert complètement hasard déçues délicieux burger accueil très chaleureux prix correct très bonne viande;-1;sup découvert complet hasard déçu délici burg accueil tres chaleur prix correct tres bon viand;super découvrir complètement hasard déçu délicieux burger accueil très chaleureux prix correct très bon viande
très bon accueil super très bon accueil super bon si voulez déguster bon burgers n’hésiter c’est ici reviendra signez rémois;-1;tres bon accueil sup tres bon accueil sup bon si voul dégust bon burger n ’ hésit c ’ est ici reviendr sign rémois;très bon accueil super très bon accueil super bon si vouloir déguster bon burgers n’ hésiter c’ être ici reviendra signer rémois
parfait service plat excellents l’accueil vraiment très chaleureux recommande vivement;-1;parf servic plat excellent l ’ accueil vrai tres chaleur recommand viv;parfaire service plat excellent l’ accueil vraiment très chaleureux recommande vivement
meilleur burger comme habitude burger excelentissime revient régulièrement copine habitude fan burger jamais déçus meilleur burger paris plus ça accueil super sympa agréable pouvez aller yeux fermer;-1;meilleur burg comm habitud burg excelentissim revient réguli copin habitud fan burg jam déçus meilleur burg paris plus ça accueil sup symp agréabl pouv aller yeux ferm;meilleur burger comme habitude burger excelentissime revient régulièrement copin habitude fan burger jamais décevoir meilleur burger paris plus cela accueil super sympa agréable pouvoir aller oeil fermer
génial comme habitude habitués restau jamais déçus premièrement burgers tomber accueil hyper agréable adresse préférée quartier;-1;génial comm habitud habitu restau jam déçus premi burger tomb accueil hyp agréabl adress préfer quarti;génial comme habitude habitués restau jamais décevoir premièrement burgers tomber accueil hyper agréable adresse préférer quartier
très belle découverte très belle découverte d’un petit restaurant paye mine où patron serveurs sympas burger falafel délicieux prix très raisonnables chance visiblement lieu où difficile trouver place signé grenoblois;-1;tres bel découvert tres bel découvert d ’ un pet restaur pay min où patron serveur symp burg falafel délici prix tres raison chanc visibl lieu où difficil trouv plac sign grenoblois;très bel découverte très bel découverte d’ un petit restaurant pay min où patron serveur sympas burger falafel délicieux prix très raisonnable chance visiblement lieu où difficile trouver place signer grenoblois
top burger arrivés alors cuisine fermait vente emporter sans besoin insister quand servis sourir burger toujours aussi bon;-1;top burg arriv alor cuisin ferm vent emport san besoin insist quand serv sour burg toujour auss bon;top burger arriver alors cuisine fermer vent emporter sans besoin insister quand servi sourir burger toujours aussi bon
meilleur burger possible etant clients réguliers conjoint tombés amoureux burgers février depuis jure plus leurs crèmes fromages tomber notamment crème cheddar service toujours génial font vente emporter moment;-1;meilleur burg possibl etant client réguli conjoint tomb amour burger févri depuis jur plus leur crem fromag tomb not crem cheddar servic toujour génial font vent emport moment;meilleur burger possible eter client régulier conjoint tomber amoureux burgers février depuis jure plus leur crème fromage tomber notamment crème cheddar service toujours génial faire vent emporter moment
délicieux burgers crème fromage tomber toujours bien reçu burgers parfaitement réalisés cuisson viande comme demandée frites accompagnent excellente recommande amateurs bons burgers ps burger semaine crème cheddar poivre faut vraiment l’ajouter carte;-1;délici burger crem fromag tomb toujour bien reçu burger parfait réalis cuisson viand comm demand frit accompagnent excellent recommand amateur bon burger p burg semain crem cheddar poivr faut vrai l ’ ajout cart;délicieux burger crème fromage tomber toujours bien recevoir burger parfaitement réaliser cuisson viande comme demander frit accompagnent excellente recommande amateurs bon burger ps burger semaine crème cheddar poivre falloir vraiment l’ ajouter carte
superbe burger superbe burger très bonne viande très copieux accueil chaleureux refaire famille belge;-1;superb burg superb burg tres bon viand tres copieux accueil chaleur refair famill belg;superbe burger superbe burger très bon viande très copieux accueil chaleureux refair famille belge
délice maison adore burgers excellent burger végétarien accueil très sympathique toujours sourire redemande déjà fois depuis début retournera souvent;-1;délic maison ador burger excellent burg végétarien accueil tres sympath toujour sourir redemand déjà fois depuis début retourn souvent;délice maison adore burgers exceller burger végétarien accueil très sympathique toujours sourir redemand déjà foi depuis début retourner souvent
ouvert emporter pendant confinement quel plaisir manger excellent burger après plusieurs semaines confinement produits frais frites maison coup cœur burger bleu copine pris burger végétarien aussi très bon bien garni légumes saison steak genre falafel bref conseille vraiment;-1;ouvert emport pend confin quel plais mang excellent burg apres plusieur semain confin produit frais frit maison coup cœur burg bleu copin pris burg végétarien auss tres bon bien garn légum saison steak genr falafel bref conseil vrai;ouvert emporter pendant confinement quel plaisir manger excellent burger après plusieurs semaine confinement produire frais frit maison coup cœur burger bleu copine prendre burger végétarien aussi très bon bien garnir légume saison steak genre falafel bref conseille vraiment
ouvert quel bonheur samedi midi hamburger frites hé oui confinement vente emporter hygiène distances respectées bonne humeur merci pur moment plaisir hésitez plus téléphonez commandez emportez régalez;-1;ouvert quel bonheur samed mid hamburg frit hé oui confin vent emport hygien distanc respect bon humeur merc pur moment plais hésit plus téléphon command emport régal;ouvrir quel bonheur samedi midi hamburger frite hé oui confinemer vent emporter hygiène distance respecter bon humeur merci pur momer plaisir hésiter plus téléphoner commandez emportez régaler
ouvert emporter merci quel bonheur voir restaurant ouvert emporter toujours aussi bon merci leurs hamburger merveilleux mesures hygiène drastiques allez yeux fermés accueillis gentillesse professionnalisme bonne ambiance habituelle lieu manque;-1;ouvert emport merc quel bonheur voir restaur ouvert emport toujour auss bon merc leur hamburg merveil mesur hygien drastiqu allez yeux ferm accueil gentilless professionnal bon ambianc habituel lieu manqu;ouvert emporter merci quel bonheur voir restaurant ouvrir emporter toujours aussi bon merci leur hamburger merveilleux mesure hygiène drastique allez oeil fermé accueillir gentillesse professionnalisme bon ambiance habituel lieu manqu
